    COMPOSITE TABLE:
cl::SReg   cl::Sulf    cl::Mtyp    cl::Rank    cl::DReg    cl::SubSec  cl::Trate1
    1APN       1A          1S          5G          06OH        X4            999.99
    1APN       1A          1S          5G          07EN        X4            999.99
    1APN       1A          1S          5G          08KT        X4            999.99
    1APN       1A          1S          5G          09AM        X4            999.99
    1APN       1A          1S          5G          10C1        X4            999.99
    1APN       1A          1S          5G          11C2        X4            999.99
    1APN       1A          1S          5G          12WS        X4            999.99
    1APN       1A          1S          5G          13MT        X4            999.99
    1APN       1A          1S          5G          14CU        X4            999.99
    1APN       1A          1S          5G          15ZN        X4            999.99
    1APN       1A          1S          5G          16PC        X4            999.99
    2APR       1A          1S          1B          01NE        X4            999.99
    1APN       1A          2D          1B          02YP        X4             15.00
    2APR       1A          1S          1B          03S1        X4              7.66
    2APR       1A          1S          1B          04S2        X4              2.71
    2APR       1A          1S          1B          05GF        X4            999.99
    2APR       1A          1S          1B          06OH        X4            999.99
    2APR       1A          1S          1B          07EN        X4            999.99
    2APR       1A          1S          1B          08KT        X4            999.99
    2APR       1A          1S          1B          09AM        X4            999.99
    2APR       1A          1S          1B          10C1        X4            999.99
    2APR       1A          1S          1B          11C2        X4            999.99
    2APR       1A          1S          1B          12WS        X4            999.99
    2APR       1A          1S          1B          13MT        X4            999.99
    2APR       1A          1S          1B          14CU        X4            999.99
    2APR       1A          1S          1B          15ZN        X4            999.99
    2APR       1A          1S          1B          16PC        X4            999.99
    3INR       1A          1S          1B          01NE        X4            999.99
    3INR       1A          1S          1B          02YP        X4             10.55
    3INR       1A          1S          1B          03S1        X4             20.67
    3INR       1A          1S          1B          04S2        X4             20.67
    3INR       1A          1S          1B          05GF        X4            999.99
    3INR       1A          1S          1B          06OH        X4            999.99
    3INR       1A          1S          1B          07EN        X4            999.99
    3INR       1A          1S          1B          08KT        X4            999.99
    3INR       1A          1S          1B          09AM        X4            999.99
    3INR       1A          1S          1B          10C1        X4            999.99
    3INR       1A          1S          1B          11C2        X4            999.99
    3INR       1A          1S          1B          12WS        X4            999.99
    3INR       1A          1S          1B          13MT        X4            999.99
    3INR       1A          1S          1B          14CU        X4            999.99
    3INR       1A          1S          1B          15ZN        X4            999.99
    3INR       1A          1S          1B          16PC        X4            999.99
    4LGN       1A          1S          3L          01NE        X4            999.99
    4LGN       1A          1S          3L          02YP        X4            999.99
    4LGN       1A          1S          3L          03S1        X4            999.99
    4LGN       1A          1S          3L          04S2        X4            999.99
    4LGN       1A          1S          3L          05GF        X4            999.99
    4LGN       1A          1S          3L          06OH        X4            999.99
    4LGN       1A          1S          3L          07EN        X4            999.99
    4LGN       1A          1S          3L          08KT        X4            999.99
    4LGN       1A          1S          3L          09AM        X4            999.99
    4LGN       1A          1S          3L          10C1        X4            999.99
    4LGN       1A          1S          3L          11C2        X4            999.99
    4LGN       1A          1S          3L          12WS        X4            999.99
    4LGN       1A          1S          3L          13MT        X4            999.99
    4LGN       1A          1S          3L          14CU        X4            999.99
    4LGN       1A          1S          3L          15ZN        X4            999.99
    4LGN       1A          1S          3L          16PC        X4            999.99
    5PRB       1A          1S          2S          16PC        X4             49.64
    5PRB       1A          1S          2S          01NE        X4            999.99
    5PRB       1A          1S          2S          02YP        X4            999.99
    5PRB       1A          1S          2S          03S1        X4            999.99
    5PRB       1A          1S          2S          04S2        X4            999.99
    5PRB       1A          1S          2S          05GF        X4            999.99
    5PRB       1A          1S          2S          06OH        X4            999.99
    5PRB       1A          1S          2S          07EN        X4            999.99
    5PRB       1A          1S          2S          08KT        X4            999.99
    5PRB       1A          1S          2S          09AM        X4            999.99
    5PRB       1A          1S          2S          10C1        X4             13.00
    5PRB       1A          1S          2S          11C2        X4            999.99
    5PRB       1A          1S          2S          12WS        X4             34.48
    5PRB       1A          1S          2S          13MT        X4            999.99
    5PRB       1A          1S          2S          14CU        X4            999.99
    5PRB       1A          1S          2S          15ZN        X4            999.99
    6WSR       1A          1S          1B          01NE        X4            999.99
    6WSR       1A          1S          1B          02YP        X4            999.99
    6WSR       1A          1S          1B          03S1        X4            999.99
    6WSR       1A          1S          1B          04S2        X4             59.33
    6WSR       1A          1S          1B          05GF        X4            999.99
    6WSR       1A          1S          1B          06OH        X4            999.99
    6WSR       1A          1S          1B          07EN        X4             29.81
    6WSR       1A          1S          1B          08KT        X4            999.99
    6WSR       1A          1S          1B          09AM        X4            999.99
    6WSR       1A          1S          1B          10C1        X4            999.99
    6WSR       1A          1S          1B          11C2        X4            999.99
    6WSR       1A          1S          1B          12WS        X4            999.99
    6WSR       1A          1S          1B          13MT        X4            999.99
    6WSR       1A          1S          1B          14CU        X4            999.99
    6WSR       1A          1S          1B          15ZN        X4            999.99
    6WSR       1A          1S          1B          16PC        X4             20.00
    6WSR       1A          1S          2S          01NE        X4            999.99
    6WSR       1A          1S          2S          02YP        X4            999.99
    6WSR       1A          1S          2S          03S1        X4            999.99
    6WSR       1A          1S          2S          04S2        X4            999.99
    6WSR       1A          1S          2S          05GF        X4            999.99
    6WSR       1A          1S          2S          06OH        X4            999.99
    6WSR       1A          1S          2S          07EN        X4            999.99
    6WSR       1A          1S          2S          08KT        X4            999.99
    6WSR       1A          1S          2S          09AM        X4            999.99
    6WSR       1A          1S          2S          10C1        X4            999.99
    6WSR       1A          1S          2S          11C2        X4            999.99
    6WSR       1A          1S          2S          12WS        X4            999.99
    6WSR       1A          1S          2S          13MT        X4            999.99
    6WSR       1A          1S          2S          14CU        X4            999.99
    6WSR       1A          1S          2S          15ZN        X4            999.99
    6WSR       1A          1S          2S          16PC        X4             52.03
    1APN       1A          2D          1B          01NE        X4            999.99
    1APN       1A          2D          4P          02YP        X4            999.99
    1APN       1A          2D          1B          03S1        X4              7.64
    1APN       1A          2D          1B          04S2        X4             18.76
    1APN       1A          2D          1B          05GF        X4            999.99
    1APN       1A          2D          1B          06OH        X4              4.23
    1APN       1A          2D          1B          07EN        X4             15.59
    1APN       1A          2D          1B          08KT        X4            999.99
    1APN       1A          2D          1B          09AM        X4            999.99
    1APN       1A          2D          1B          10C1        X4            999.99
    1APN       1A          2D          1B          11C2        X4            999.99
    1APN       1A          2D          1B          12WS        X4             87.73
    1APN       1A          2D          1B          13MT        X4            999.99
    1APN       1A          2D          1B          14CU        X4            999.99
    1APN       1A          2D          1B          15ZN        X4            999.99
    1APN       1A          2D          1B          16PC        X4            999.99
    2APR       1A          2D          1B          01NE        X4            999.99
    2APR       1A          1S          1B          02YP        X4            999.99
    2APR       1A          2D          1B          03S1        X4              7.66
    2APR       1A          2D          1B          04S2        X4              2.71
    2APR       1A          2D          1B          05GF        X4            999.99
    2APR       1A          2D          1B          06OH        X4            999.99
    2APR       1A          2D          1B          07EN        X4            999.99
    2APR       1A          2D          1B          08KT        X4            999.99
    2APR       1A          2D          1B          09AM        X4            999.99
    2APR       1A          2D          1B          10C1        X4            999.99
    2APR       1A          2D          1B          11C2        X4            999.99
    2APR       1A          2D          1B          12WS        X4             19.90
    2APR       1A          2D          1B          13MT        X4            999.99
    2APR       1A          2D          1B          14CU        X4            999.99
    2APR       1A          2D          1B          15ZN        X4            999.99
    2APR       1A          2D          1B          16PC        X4            999.99
    3INR       1A          2D          1B          01NE        X4            999.99
    3INR       1A          2D          1B          02YP        X4             75.00
    3INR       1A          2D          1B          03S1        X4              7.66
    3INR       1A          2D          1B          04S2        X4              2.71
    3INR       1A          2D          1B          05GF        X4            999.99
    3INR       1A          2D          1B          06OH        X4            999.99
    3INR       1A          2D          1B          07EN        X4            999.99
    3INR       1A          2D          1B          08KT        X4            999.99
    3INR       1A          2D          1B          09AM        X4            999.99
    3INR       1A          2D          1B          10C1        X4            999.99
    3INR       1A          2D          1B          11C2        X4            999.99
    3INR       1A          2D          1B          12WS        X4             14.02
    3INR       1A          2D          1B          13MT        X4            999.99
    3INR       1A          2D          1B          14CU        X4            999.99
    3INR       1A          2D          1B          15ZN        X4            999.99
    3INR       1A          2D          1B          16PC        X4            999.99
    1APN       1A          2D          4P          01NE        X4            999.99
    2APR       1A          2D          1B          02YP        X4             75.00
    1APN       1A          2D          4P          03S1        X4            999.99
    1APN       1A          2D          4P          04S2        X4            999.99
    1APN       1A          2D          4P          05GF        X4            999.99
    1APN       1A          2D          4P          06OH        X4            999.99
    1APN       1A          2D          4P          07EN        X4            999.99
    1APN       1A          2D          4P          08KT        X4            999.99
    1APN       1A          2D          4P          09AM        X4            999.99
    1APN       1A          2D          4P          10C1        X4            999.99
    1APN       1A          2D          4P          11C2        X4            999.99
    1APN       1A          2D          4P          12WS        X4            999.99
    1APN       1A          2D          4P          13MT        X4            999.99
    1APN       1A          2D          4P          14CU        X4            999.99
    1APN       1A          2D          4P          15ZN        X4            999.99
    1APN       1A          2D          4P          16PC        X4            999.99
    2APR       1A          2D          4P          01NE        X4            999.99
    2APR       1A          2D          4P          02YP        X4            999.99
    2APR       1A          2D          4P          03S1        X4            999.99
    2APR       1A          2D          4P          04S2        X4            999.99
    2APR       1A          2D          4P          05GF        X4            999.99
    2APR       1A          2D          4P          06OH        X4            999.99
    2APR       1A          2D          4P          07EN        X4            999.99
    2APR       1A          2D          4P          08KT        X4            999.99
    2APR       1A          2D          4P          09AM        X4            999.99
    2APR       1A          2D          4P          10C1        X4            999.99
    2APR       1A          2D          4P          11C2        X4            999.99
    2APR       1A          2D          4P          12WS        X4            999.99
    2APR       1A          2D          4P          13MT        X4            999.99
    2APR       1A          2D          4P          14CU        X4            999.99
    2APR       1A          2D          4P          15ZN        X4            999.99
    2APR       1A          2D          4P          16PC        X4            999.99
    1APN       1A          1S          1B          01NE        X5            999.99
    1APN       1A          1S          1B          02YP        X5            999.99
    1APN       1A          1S          1B          03S1        X5            999.99
    1APN       1A          1S          1B          04S2        X5             18.76
    1APN       1A          1S          1B          05GF        X5            999.99
    1APN       1A          1S          1B          06OH        X5              4.23
    1APN       1A          1S          1B          07EN        X5            999.99
    1APN       1A          1S          1B          08KT        X5            999.99
    1APN       1A          1S          1B          09AM        X5            999.99
    1APN       1A          1S          1B          10C1        X5            999.99
    1APN       1A          1S          1B          11C2        X5            999.99
    1APN       1A          1S          1B          12WS        X5             87.73
    1APN       1A          1S          1B          13MT        X5            999.99
    1APN       1A          1S          1B          14CU        X5            999.99
    1APN       1A          1S          1B          15ZN        X5            999.99
    1APN       1A          1S          1B          16PC        X5            999.99
    1APN       1A          1S          5G          01NE        X5            999.99
    1APN       1A          1S          5G          02YP        X5            999.99
    1APN       1A          1S          5G          03S1        X5            999.99
    1APN       1A          1S          5G          04S2        X5            999.99
    1APN       1A          1S          5G          05GF        X5            999.99
    1APN       1A          1S          5G          06OH        X5            999.99
    1APN       1A          1S          5G          07EN        X5            999.99
    1APN       1A          1S          5G          08KT        X5            999.99
    1APN       1A          1S          5G          09AM        X5            999.99
    1APN       1A          1S          5G          10C1        X5            999.99
    1APN       1A          1S          5G          11C2        X5            999.99
    1APN       1A          1S          5G          12WS        X5            999.99
    1APN       1A          1S          5G          13MT        X5            999.99
    1APN       1A          1S          5G          14CU        X5            999.99
    1APN       1A          1S          5G          15ZN        X5            999.99
    1APN       1A          1S          5G          16PC        X5            999.99
    2APR       1A          1S          1B          01NE        X5            999.99
    2APR       1A          1S          1B          02YP        X5            999.99
    2APR       1A          1S          1B          03S1        X5            999.99
    2APR       1A          1S          1B          04S2        X5              2.71
    2APR       1A          1S          1B          05GF        X5            999.99
    2APR       1A          1S          1B          06OH        X5             29.81
    2APR       1A          1S          1B          07EN        X5             29.81
    2APR       1A          1S          1B          08KT        X5            999.99
    2APR       1A          1S          1B          09AM        X5             15.00
    2APR       1A          1S          1B          10C1        X5            999.99
    2APR       1A          1S          1B          11C2        X5            999.99
    2APR       1A          1S          1B          12WS        X5             19.90
    2APR       1A          1S          1B          13MT        X5            999.99
    2APR       1A          1S          1B          14CU        X5            999.99
    2APR       1A          1S          1B          15ZN        X5            999.99
    2APR       1A          1S          1B          16PC        X5            999.99
    3INR       1A          1S          1B          01NE        X5            999.99
    3INR       1A          1S          1B          02YP        X5            999.99
    3INR       1A          1S          1B          03S1        X5            999.99
    3INR       1A          1S          1B          04S2        X5             20.67
    3INR       1A          1S          1B          05GF        X5            999.99
    3INR       1A          1S          1B          06OH        X5            999.99
    3INR       1A          1S          1B          07EN        X5            999.99
    3INR       1A          1S          1B          08KT        X5            999.99
    3INR       1A          1S          1B          09AM        X5             11.00
    3INR       1A          1S          1B          10C1        X5            999.99
    3INR       1A          1S          1B          11C2        X5            999.99
    3INR       1A          1S          1B          12WS        X5             29.31
    3INR       1A          1S          1B          13MT        X5            999.99
    3INR       1A          1S          1B          14CU        X5            999.99
    3INR       1A          1S          1B          15ZN        X5            999.99
    3INR       1A          1S          1B          16PC        X5            999.99
    4LGN       1A          1S          3L          01NE        X5            999.99
    4LGN       1A          1S          3L          02YP        X5            999.99
    4LGN       1A          1S          3L          03S1        X5            999.99
    4LGN       1A          1S          3L          04S2        X5            999.99
    4LGN       1A          1S          3L          05GF        X5            999.99
    4LGN       1A          1S          3L          06OH        X5            999.99
    4LGN       1A          1S          3L          07EN        X5            999.99
    4LGN       1A          1S          3L          08KT        X5            999.99
    4LGN       1A          1S          3L          09AM        X5            999.99
    4LGN       1A          1S          3L          10C1        X5            999.99
    4LGN       1A          1S          3L          11C2        X5            999.99
    4LGN       1A          1S          3L          12WS        X5            999.99
    4LGN       1A          1S          3L          13MT        X5            999.99
    4LGN       1A          1S          3L          14CU        X5            999.99
    4LGN       1A          1S          3L          15ZN        X5            999.99
    4LGN       1A          1S          3L          16PC        X5            999.99
    5PRB       1A          1S          2S          01NE        X5            999.99
    5PRB       1A          1S          2S          02YP        X5            999.99
    5PRB       1A          1S          2S          03S1        X5            999.99
    5PRB       1A          1S          2S          04S2        X5            999.99
    5PRB       1A          1S          2S          05GF        X5            999.99
    5PRB       1A          1S          2S          06OH        X5            999.99
    5PRB       1A          1S          2S          07EN        X5            999.99
    5PRB       1A          1S          2S          08KT        X5            999.99
    5PRB       1A          1S          2S          09AM        X5            999.99
    5PRB       1A          1S          2S          10C1        X5             13.00
    5PRB       1A          1S          2S          11C2        X5            999.99
    5PRB       1A          1S          2S          12WS        X5             34.48
    5PRB       1A          1S          2S          13MT        X5            999.99
    5PRB       1A          1S          2S          14CU        X5            999.99
    5PRB       1A          1S          2S          15ZN        X5            999.99
    5PRB       1A          1S          2S          16PC        X5             49.64
    6WSR       1A          1S          1B          01NE        X5            999.99
    6WSR       1A          1S          1B          02YP        X5            999.99
    6WSR       1A          1S          1B          03S1        X5            999.99
    6WSR       1A          1S          1B          04S2        X5             59.33
    6WSR       1A          1S          1B          05GF        X5            999.99
    6WSR       1A          1S          1B          06OH        X5            999.99
    6WSR       1A          1S          1B          07EN        X5            999.99
    6WSR       1A          1S          1B          08KT        X5            999.99
    6WSR       1A          1S          1B          09AM        X5             48.88
    6WSR       1A          1S          1B          10C1        X5            999.99
    6WSR       1A          1S          1B          11C2        X5            999.99
    6WSR       1A          1S          1B          12WS        X5             61.42
    6WSR       1A          1S          1B          13MT        X5            999.99
    6WSR       1A          1S          1B          14CU        X5            999.99
    6WSR       1A          1S          1B          15ZN        X5            999.99
    6WSR       1A          1S          1B          16PC        X5            999.99
    6WSR       1A          1S          2S          01NE        X5            999.99
    6WSR       1A          1S          2S          02YP        X5            999.99
    6WSR       1A          1S          2S          03S1        X5            999.99
    6WSR       1A          1S          2S          04S2        X5            999.99
    6WSR       1A          1S          2S          05GF        X5            999.99
    6WSR       1A          1S          2S          06OH        X5            999.99
    6WSR       1A          1S          2S          07EN        X5            999.99
    6WSR       1A          1S          2S          08KT        X5            999.99
    6WSR       1A          1S          2S          09AM        X5            999.99
    6WSR       1A          1S          2S          10C1        X5            999.99
    6WSR       1A          1S          2S          11C2        X5            999.99
    6WSR       1A          1S          2S          12WS        X5             19.55
    6WSR       1A          1S          2S          13MT        X5            999.99
    6WSR       1A          1S          2S          14CU        X5            999.99
    6WSR       1A          1S          2S          15ZN        X5            999.99
    6WSR       1A          1S          2S          16PC        X5             52.03
    1APN       1A          2D          1B          01NE        X5            999.99
    1APN       1A          2D          1B          02YP        X5            999.99
    1APN       1A          2D          1B          03S1        X5              7.64
    1APN       1A          2D          1B          04S2        X5             21.00
    1APN       1A          2D          1B          05GF        X5            999.99
    1APN       1A          2D          1B          06OH        X5              4.23
    1APN       1A          2D          1B          07EN        X5            999.99
    1APN       1A          2D          1B          08KT        X5            999.99
    1APN       1A          2D          1B          09AM        X5            999.99
    1APN       1A          2D          1B          10C1        X5            999.99
    1APN       1A          2D          1B          11C2        X5            999.99
    1APN       1A          2D          1B          12WS        X5             87.73
    1APN       1A          2D          1B          13MT        X5            999.99
    1APN       1A          2D          1B          14CU        X5            999.99
    1APN       1A          2D          1B          15ZN        X5            999.99
    1APN       1A          2D          1B          16PC        X5            999.99
    2APR       1A          2D          1B          01NE        X5            999.99
    2APR       1A          2D          1B          02YP        X5            999.99
    2APR       1A          2D          1B          03S1        X5            999.99
    2APR       1A          2D          1B          04S2        X5            999.99
    2APR       1A          2D          1B          05GF        X5            999.99
    2APR       1A          2D          1B          06OH        X5             29.81
    2APR       1A          2D          1B          07EN        X5             29.81
    2APR       1A          2D          1B          08KT        X5            999.99
    2APR       1A          2D          1B          09AM        X5             20.00
    2APR       1A          2D          1B          10C1        X5            999.99
    2APR       1A          2D          1B          11C2        X5            999.99
    2APR       1A          2D          1B          12WS        X5             19.90
    2APR       1A          2D          1B          13MT        X5            999.99
    2APR       1A          2D          1B          14CU        X5            999.99
    2APR       1A          2D          1B          15ZN        X5            999.99
    2APR       1A          2D          1B          16PC        X5            999.99
    3INR       1A          2D          1B          01NE        X5            999.99
    3INR       1A          2D          1B          02YP        X5            999.99
    3INR       1A          2D          1B          03S1        X5            999.99
    3INR       1A          2D          1B          04S2        X5            999.99
    3INR       1A          2D          1B          05GF        X5            999.99
    3INR       1A          2D          1B          06OH        X5            999.99
    3INR       1A          2D          1B          07EN        X5            999.99
    3INR       1A          2D          1B          08KT        X5            999.99
    3INR       1A          2D          1B          09AM        X5             20.00
    3INR       1A          2D          1B          10C1        X5            999.99
    3INR       1A          2D          1B          11C2        X5            999.99
    3INR       1A          2D          1B          12WS        X5             14.02
    3INR       1A          2D          1B          13MT        X5            999.99
    3INR       1A          2D          1B          14CU        X5            999.99
    3INR       1A          2D          1B          15ZN        X5            999.99
    3INR       1A          2D          1B          16PC        X5            999.99
    1APN       1A          2D          4P          01NE        X5            999.99
    1APN       1A          2D          4P          02YP        X5            999.99
    1APN       1A          2D          4P          03S1        X5            999.99
    1APN       1A          2D          4P          04S2        X5            999.99
    1APN       1A          2D          4P          05GF        X5            999.99
    1APN       1A          2D          4P          06OH        X5            999.99
    1APN       1A          2D          4P          07EN        X5            999.99
    1APN       1A          2D          4P          08KT        X5            999.99
    1APN       1A          2D          4P          09AM        X5            999.99
    1APN       1A          2D          4P          10C1        X5            999.99
    1APN       1A          2D          4P          11C2        X5            999.99
    1APN       1A          2D          4P          12WS        X5            999.99
    1APN       1A          2D          4P          13MT        X5            999.99
    1APN       1A          2D          4P          14CU        X5            999.99
    1APN       1A          2D          4P          15ZN        X5            999.99
    1APN       1A          2D          4P          16PC        X5            999.99
    2APR       1A          2D          4P          01NE        X5            999.99
    2APR       1A          2D          4P          02YP        X5            999.99
    2APR       1A          2D          4P          03S1        X5            999.99
    2APR       1A          2D          4P          04S2        X5            999.99
    2APR       1A          2D          4P          05GF        X5            999.99
    2APR       1A          2D          4P          06OH        X5            999.99
    2APR       1A          2D          4P          07EN        X5            999.99
    2APR       1A          2D          4P          08KT        X5            999.99
    2APR       1A          2D          4P          09AM        X5            999.99
    2APR       1A          2D          4P          10C1        X5            999.99
    2APR       1A          2D          4P          11C2        X5            999.99
    2APR       1A          2D          4P          12WS        X5            999.99
    2APR       1A          2D          4P          13MT        X5            999.99
    2APR       1A          2D          4P          14CU        X5            999.99
    2APR       1A          2D          4P          15ZN        X5            999.99
    2APR       1A          2D          4P          16PC        X5            999.99
    1APN       1A          1S          1B          01NE        X6            999.99
    1APN       1A          1S          1B          02YP        X6            999.99
    1APN       1A          1S          1B          03S1        X6            999.99
    1APN       1A          1S          1B          04S2        X6            999.99
    1APN       1A          1S          1B          05GF        X6            999.99
    1APN       1A          1S          1B          06OH        X6              4.23
    1APN       1A          1S          1B          07EN        X6            999.99
    1APN       1A          1S          1B          08KT        X6            999.99
    1APN       1A          1S          1B          09AM        X6            999.99
    1APN       1A          1S          1B          10C1        X6            999.99
    1APN       1A          1S          1B          11C2        X6            999.99
    1APN       1A          1S          1B          12WS        X6             87.73
    1APN       1A          1S          1B          13MT        X6            999.99
    1APN       1A          1S          1B          14CU        X6            999.99
    1APN       1A          1S          1B          15ZN        X6            999.99
    1APN       1A          1S          1B          16PC        X6            999.99
    1APN       1A          1S          5G          01NE        X6            999.99
    1APN       1A          1S          5G          02YP        X6            999.99
    1APN       1A          1S          5G          03S1        X6            999.99
    1APN       1A          1S          5G          04S2        X6            999.99
    1APN       1A          1S          5G          05GF        X6            999.99
    1APN       1A          1S          5G          06OH        X6            999.99
    1APN       1A          1S          5G          07EN        X6            999.99
    1APN       1A          1S          5G          08KT        X6            999.99
    1APN       1A          1S          5G          09AM        X6            999.99
    1APN       1A          1S          5G          10C1        X6            999.99
    1APN       1A          1S          5G          11C2        X6            999.99
    1APN       1A          1S          5G          12WS        X6            999.99
    1APN       1A          1S          5G          13MT        X6            999.99
    1APN       1A          1S          5G          14CU        X6            999.99
    1APN       1A          1S          5G          15ZN        X6            999.99
    1APN       1A          1S          5G          16PC        X6            999.99
    2APR       1A          1S          1B          01NE        X6            999.99
    2APR       1A          1S          1B          02YP        X6            999.99
    2APR       1A          1S          1B          03S1        X6            999.99
    2APR       1A          1S          1B          04S2        X6            999.99
    2APR       1A          1S          1B          05GF        X6            999.99
    2APR       1A          1S          1B          06OH        X6            999.99
    2APR       1A          1S          1B          07EN        X6            999.99
    2APR       1A          1S          1B          08KT        X6            999.99
    2APR       1A          1S          1B          09AM        X6            999.99
    2APR       1A          1S          1B          10C1        X6            999.99
    2APR       1A          1S          1B          11C2        X6            999.99
    2APR       1A          1S          1B          12WS        X6             19.90
    2APR       1A          1S          1B          13MT        X6             19.90
    2APR       1A          1S          1B          14CU        X6             19.90
    2APR       1A          1S          1B          15ZN        X6            999.99
    2APR       1A          1S          1B          16PC        X6            999.99
    3INR       1A          1S          1B          01NE        X6            999.99
    3INR       1A          1S          1B          02YP        X6            999.99
    3INR       1A          1S          1B          03S1        X6            999.99
    3INR       1A          1S          1B          04S2        X6            999.99
    3INR       1A          1S          1B          05GF        X6            999.99
    3INR       1A          1S          1B          06OH        X6            999.99
    3INR       1A          1S          1B          07EN        X6            999.99
    3INR       1A          1S          1B          08KT        X6            999.99
    3INR       1A          1S          1B          09AM        X6            999.99
    3INR       1A          1S          1B          10C1        X6            999.99
    3INR       1A          1S          1B          11C2        X6            999.99
    3INR       1A          1S          1B          12WS        X6             29.31
    3INR       1A          1S          1B          13MT        X6             29.31
    3INR       1A          1S          1B          14CU        X6            999.99
    3INR       1A          1S          1B          15ZN        X6            999.99
    3INR       1A          1S          1B          16PC        X6            999.99
    4LGN       1A          1S          3L          01NE        X6            999.99
    4LGN       1A          1S          3L          02YP        X6            999.99
    4LGN       1A          1S          3L          03S1        X6            999.99
    4LGN       1A          1S          3L          04S2        X6            999.99
    4LGN       1A          1S          3L          05GF        X6            999.99
    4LGN       1A          1S          3L          06OH        X6            999.99
    4LGN       1A          1S          3L          07EN        X6            999.99
    4LGN       1A          1S          3L          08KT        X6            999.99
    4LGN       1A          1S          3L          09AM        X6            999.99
    4LGN       1A          1S          3L          10C1        X6            999.99
    4LGN       1A          1S          3L          11C2        X6            999.99
    4LGN       1A          1S          3L          12WS        X6            999.99
    4LGN       1A          1S          3L          13MT        X6            999.99
    4LGN       1A          1S          3L          14CU        X6            999.99
    4LGN       1A          1S          3L          15ZN        X6            999.99
    4LGN       1A          1S          3L          16PC        X6            999.99
    5PRB       1A          1S          2S          01NE        X6            999.99
    5PRB       1A          1S          2S          02YP        X6            999.99
    5PRB       1A          1S          2S          03S1        X6            999.99
    5PRB       1A          1S          2S          04S2        X6            999.99
    5PRB       1A          1S          2S          05GF        X6            999.99
    5PRB       1A          1S          2S          06OH        X6            999.99
    5PRB       1A          1S          2S          07EN        X6            999.99
    5PRB       1A          1S          2S          08KT        X6            999.99
    5PRB       1A          1S          2S          09AM        X6            999.99
    5PRB       1A          1S          2S          10C1        X6            999.99
    5PRB       1A          1S          2S          11C2        X6            999.99
    5PRB       1A          1S          2S          12WS        X6             34.48
    5PRB       1A          1S          2S          13MT        X6            999.99
    5PRB       1A          1S          2S          14CU        X6            999.99
    5PRB       1A          1S          2S          15ZN        X6            999.99
    5PRB       1A          1S          2S          16PC        X6             25.00
    6WSR       1A          1S          1B          01NE        X6            999.99
    6WSR       1A          1S          1B          02YP        X6            999.99
    6WSR       1A          1S          1B          03S1        X6            999.99
    6WSR       1A          1S          1B          04S2        X6            999.99
    6WSR       1A          1S          1B          05GF        X6            999.99
    6WSR       1A          1S          1B          06OH        X6            999.99
    6WSR       1A          1S          1B          07EN        X6            999.99
    6WSR       1A          1S          1B          08KT        X6            999.99
    6WSR       1A          1S          1B          09AM        X6            999.99
    6WSR       1A          1S          1B          10C1        X6            999.99
    6WSR       1A          1S          1B          11C2        X6            999.99
    6WSR       1A          1S          1B          12WS        X6             61.42
    6WSR       1A          1S          1B          13MT        X6            999.99
    6WSR       1A          1S          1B          14CU        X6            999.99
    6WSR       1A          1S          1B          15ZN        X6            999.99
    6WSR       1A          1S          1B          16PC        X6             32.83
    6WSR       1A          1S          2S          01NE        X6            999.99
    6WSR       1A          1S          2S          02YP        X6            999.99
    6WSR       1A          1S          2S          03S1        X6            999.99
    6WSR       1A          1S          2S          04S2        X6            999.99
    6WSR       1A          1S          2S          05GF        X6            999.99
    6WSR       1A          1S          2S          06OH        X6            999.99
    6WSR       1A          1S          2S          07EN        X6            999.99
    6WSR       1A          1S          2S          08KT        X6            999.99
    6WSR       1A          1S          2S          09AM        X6            999.99
    6WSR       1A          1S          2S          10C1        X6            999.99
    6WSR       1A          1S          2S          11C2        X6            999.99
    6WSR       1A          1S          2S          12WS        X6            999.99
    6WSR       1A          1S          2S          13MT        X6            999.99
    6WSR       1A          1S          2S          14CU        X6            999.99
    6WSR       1A          1S          2S          15ZN        X6            999.99
    6WSR       1A          1S          2S          16PC        X6             52.03
    1APN       1A          2D          1B          01NE        X6            999.99
    1APN       1A          2D          1B          02YP        X6            999.99
    1APN       1A          2D          1B          03S1        X6            999.99
    1APN       1A          2D          1B          04S2        X6            999.99
    1APN       1A          2D          1B          05GF        X6            999.99
    1APN       1A          2D          1B          06OH        X6              4.23
    1APN       1A          2D          1B          07EN        X6            999.99
    1APN       1A          2D          1B          08KT        X6            999.99
    1APN       1A          2D          1B          09AM        X6            999.99
    1APN       1A          2D          1B          10C1        X6            999.99
    1APN       1A          2D          1B          11C2        X6            999.99
    1APN       1A          2D          1B          12WS        X6             87.73
    1APN       1A          2D          1B          13MT        X6            999.99
